outer_layer,outer_sequence,outer_recur,outer_funcs,inner_layer,inner_sequence,inner_recur,inner_funcs,depth
Top-level,Chromatin|Unclassified|Transcription|Chromatin,1,3,Primitive,Chromatin|Unclassified|Transcription,5,3,1
Top-level,Chromatin|Unclassified|Transcription|Chromatin,1,3,Primitive,Unclassified|Transcription|Chromatin,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Top-level,RNA processing|Unclassified|Chromatin|Unclassified,1,3,Primitive,RNA processing|Unclassified|Chromatin,1,3,1
Top-level,Cytoskeleton|DNA repair|Chromatin|Cytoskeleton|Chromatin|Cytoskeleton|DNA repair,1,3,Primitive,Chromatin|Cytoskeleton|DNA repair,6,3,1
Composite,Transcription|Chromatin|Transcription|Chromatin|RNA processing,1,3,Primitive,Transcription|Chromatin|RNA processing,18,3,1
Top-level,Transcription|Chromatin|Cell cycle|Chromatin|Transcription|Chromatin,1,3,Composite,Cell cycle|Chromatin|Transcription|Chromatin,1,3,1
Top-level,Unclassified|Chromatin|Ubiquitin|Unclassified,1,3,Primitive,Unclassified|Chromatin|Ubiquitin,2,3,1
Top-level,Unclassified|Chromatin|Ubiquitin|Unclassified,1,3,Primitive,Chromatin|Ubiquitin|Unclassified,3,3,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Unclassified,1,3,Primitive,Chromatin|Cytoskeleton|Unclassified,1,3,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Unclassified,1,3,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Top-level,Cytoskeleton|DNA repair|Unclassified|DNA repair,1,3,Primitive,Cytoskeleton|DNA repair|Unclassified,7,3,1
Top-level,Chromatin|Structural|Chromatin|Transcription|Chromatin|Transcription,1,3,Primitive,Structural|Chromatin|Transcription,1,3,1
Top-level,Chromatin|Structural|Chromatin|Transcription|Chromatin|Transcription,1,3,Composite,Structural|Chromatin|Transcription|Chromatin,2,3,1
Composite,Chromatin|Unclassified|Chromatin|Cytoskeleton,1,3,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Top-level,Unclassified|Transcription|Chromatin|Unclassified,1,3,Primitive,Unclassified|Transcription|Chromatin,1,3,1
Top-level,Unclassified|Transcription|Chromatin|Unclassified,1,3,Primitive,Transcription|Chromatin|Unclassified,6,3,1
Composite,Unclassified|Kinase|Cytoskeleton|Unclassified,1,3,Primitive,Unclassified|Kinase|Cytoskeleton,17,3,1
Composite,Cell cycle|Unclassified|RNA processing|Cell cycle,1,3,Primitive,Cell cycle|Unclassified|RNA processing,1,3,1
Composite,Cell cycle|Unclassified|RNA processing|Cell cycle,1,3,Primitive,Unclassified|RNA processing|Cell cycle,11,3,1
Composite,Unclassified|Proteolysis|Unclassified|Cytoskeleton|Unclassified,1,3,Composite,Unclassified|Proteolysis|Unclassified|Cytoskeleton,1,3,1
Composite,Unclassified|Proteolysis|Unclassified|Cytoskeleton|Unclassified,1,3,Primitive,Proteolysis|Unclassified|Cytoskeleton,3,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Top-level,Proteolysis|Unclassified|Cell adhesion|DNA repair,1,4,Primitive,Unclassified|Cell adhesion|DNA repair,2,3,1
Top-level,Unclassified|Chromatin|Ubiquitin|Cell adhesion,1,4,Primitive,Unclassified|Chromatin|Ubiquitin,2,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Top-level,Cytoskeleton|Chromatin|Structural|DNA repair,1,4,Primitive,Cytoskeleton|Chromatin|Structural,1,3,1
Top-level,Chromatin|Transcription|Chromatin|Cell adhesion|RNA processing,1,4,Primitive,Transcription|Chromatin|Cell adhesion,6,3,1
Top-level,Chromatin|Transcription|Chromatin|Cell adhesion|RNA processing,1,4,Primitive,Chromatin|Cell adhesion|RNA processing,1,3,1
Top-level,Chromatin|Transcription|Chromatin|Cell adhesion|RNA processing,1,4,Composite,Chromatin|Transcription|Chromatin|Cell adhesion,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,6,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,6,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,2,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,1,4,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,4,Composite,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,1,3,1
