chromosome,start_position,end_position,length_bytes,function_sequence,n_vocab_hits,n_distinct_funcs,recurrence,density_score,boundary_drop,entry_point,matched_primitives,named_genes,dominant_function,description
chr14,50123,50212,90,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,523,4,1,2.615,1.73,chrM:0x37DC,"70,16","RNA pol II RPB1,T2T-CHM13v2.0 only region — not in GRCh38 databases",CONSERVED,RNA pol II RPB1 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50124,50212,89,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,518,4,1,2.59,1.7,chrM:0x37DC,"70,16","RNA pol II RPB1,T2T-CHM13v2.0 only region — not in GRCh38 databases",CONSERVED,RNA pol II RPB1 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50125,50212,88,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,513,4,1,2.565,1.67,chrM:0x37DC,"70,16","RNA pol II RPB1,T2T-CHM13v2.0 only region — not in GRCh38 databases",CONSERVED,RNA pol II RPB1 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,50142,50212,71,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,508,3,1,2.54,1.64,chrM:0x37DC,16,T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,570,3,1,2.85,1.4,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,572,3,1,2.86,1.42,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,570,3,1,2.85,1.39,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,572,3,1,2.86,1.41,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,570,3,1,2.85,1.39,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51518,51711,194,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,572,3,1,2.86,1.42,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51722,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,589,4,1,2.945,1.55,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51720,195,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,579,4,1,2.895,1.46,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51720,195,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,579,4,1,2.895,1.47,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51722,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,581,4,1,2.905,1.48,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51722,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,582,4,1,2.91,1.49,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51722,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,585,4,1,2.925,1.51,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51722,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,586,4,1,2.93,1.53,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51526,51711,186,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle,572,3,1,2.86,1.43,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51528,51728,201,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,599,4,1,2.995,1.61,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51528,51722,195,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,590,4,1,2.95,1.56,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51532,51732,201,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,612,4,1,3.06,1.73,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51532,51729,198,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,603,4,1,3.015,1.66,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51532,51729,198,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,607,4,1,3.035,1.69,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51532,51729,198,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,599,4,1,2.995,1.63,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51534,51734,201,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,618,4,1,3.09,1.79,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51534,51733,200,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,612,4,1,3.06,1.75,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51536,51734,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,634,4,1,3.17,1.92,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51536,51734,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,622,4,1,3.11,1.84,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51540,51738,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,641,4,1,3.205,2.0,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51540,51737,198,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,635,4,1,3.175,1.95,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51540,51738,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,648,4,1,3.24,2.07,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51540,51738,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,655,4,1,3.275,2.13,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51542,51741,200,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,657,4,1,3.285,2.17,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51542,51742,201,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,665,4,1,3.325,2.22,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51544,51742,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,683,4,1,3.415,2.36,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51544,51742,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,671,4,1,3.355,2.27,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51548,51746,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,711,4,1,3.555,2.59,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51548,51745,198,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,686,4,1,3.43,2.39,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51548,51746,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,695,4,1,3.475,2.46,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51548,51746,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,702,4,1,3.51,2.52,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51550,51749,200,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,713,4,1,3.565,2.61,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51550,51750,201,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,722,4,1,3.61,2.69,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51552,51750,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,728,4,1,3.64,2.75,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51552,51750,199,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,742,4,1,3.71,2.88,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51554,51750,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,743,4,1,3.715,2.9,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51554,51750,197,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,739,4,1,3.695,2.86,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51556,51750,195,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,747,4,1,3.735,2.96,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51556,51750,195,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,743,4,1,3.715,2.91,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51558,51750,193,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,747,4,1,3.735,2.98,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51558,51750,193,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,752,4,1,3.76,3.04,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51560,51750,191,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,752,4,1,3.76,3.05,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51560,51750,191,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,759,4,1,3.795,3.14,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51562,51750,189,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,766,4,1,3.83,3.26,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51564,51750,187,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,774,4,1,3.87,3.39,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51566,51750,185,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,781,4,1,3.905,3.54,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51568,51750,183,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,790,4,1,3.95,3.73,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
chr14,51568,51750,183,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,782,4,1,3.91,3.59,chrM:0x37DC,55,AJAP1,NAMED_GENE,AJAP1
