entry_point,hop_depth,source_chromosome,source_position,pattern_id,pattern_function,target_chromosome,target_position
chrM:0x37DC,1,chr14,3248,21873283,Unclassified,chr14,54781
chrM:0x37DC,1,chr14,3248,21510800,Unclassified,chr14,54781
chrM:0x37DC,1,chr14,3228,21510800,Unclassified,chr14,54781
chrM:0x37DC,1,chr14,3228,21664155,Unclassified,chr14,54781
chrM:0x37DC,1,chr14,3248,21664155,Unclassified,chr14,54781
chrM:0x37DC,1,chr14,3228,21664156,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3248,21664156,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3248,21873286,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3228,21873286,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3228,21510801,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3248,21510801,Unclassified,chr14,54782
chrM:0x37DC,1,chr14,3228,21873288,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3248,21873288,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3248,21664157,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3228,21664157,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3228,21510802,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3248,21510802,Unclassified,chr14,54783
chrM:0x37DC,1,chr14,3248,21873290,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3228,21510803,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3248,21510803,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3248,21664158,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3228,21664158,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3228,21873290,Unclassified,chr14,54784
chrM:0x37DC,1,chr14,3228,21510804,Unclassified,chr14,54785
chrM:0x37DC,1,chr14,3228,21664159,Unclassified,chr14,54785
chrM:0x37DC,1,chr14,3248,21510804,Unclassified,chr14,54785
chrM:0x37DC,1,chr14,3248,21664159,Unclassified,chr14,54785
chrM:0x37DC,1,chr14,3228,21200925,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3248,21200925,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3248,21510805,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3248,21664160,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3228,21664160,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3228,21510805,Unclassified,chr14,54786
chrM:0x37DC,1,chr14,3248,21510806,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3248,21200927,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3228,21200927,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3228,21664161,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3228,21510806,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3248,21664161,Unclassified,chr14,54787
chrM:0x37DC,1,chr14,3248,21510807,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3248,21664162,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3228,21664162,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3228,21200929,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3228,21510807,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3248,21200929,Unclassified,chr14,54788
chrM:0x37DC,1,chr14,3228,21510808,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3228,21664163,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3248,21510808,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3228,21200931,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3248,21200931,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3248,21664163,Unclassified,chr14,54789
chrM:0x37DC,1,chr14,3248,1671613,Unclassified,chr14,54790
chrM:0x37DC,1,chr14,3248,1385129,Unclassified,chr14,54790
chrM:0x37DC,1,chr14,3228,1671613,Unclassified,chr14,54790
chrM:0x37DC,1,chr14,3228,1385129,Unclassified,chr14,54790
chrM:0x37DC,1,chr14,3248,1671614,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3248,2368,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3228,2368,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3228,1671614,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3248,1385130,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3228,1385130,Unclassified,chr14,54791
chrM:0x37DC,1,chr14,3228,1671615,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3248,1385131,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3228,2369,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3248,2369,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3248,1671615,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3228,1385131,Unclassified,chr14,54792
chrM:0x37DC,1,chr14,3228,1385132,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3228,2370,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3248,1671616,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3248,2370,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3248,1385132,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3228,1671616,Unclassified,chr14,54793
chrM:0x37DC,1,chr14,3248,1385133,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3248,1671617,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3228,1385133,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3228,2371,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3228,1671617,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3248,2371,Unclassified,chr14,54794
chrM:0x37DC,1,chr14,3228,2372,Unclassified,chr14,54795
chrM:0x37DC,1,chr14,3248,2372,Unclassified,chr14,54795
chrM:0x37DC,1,chr14,3248,1385134,Unclassified,chr14,54795
chrM:0x37DC,1,chr14,3228,1385134,Unclassified,chr14,54795
chrM:0x37DC,1,chr14,3228,1385135,Unclassified,chr14,54796
chrM:0x37DC,1,chr14,3248,1385135,Unclassified,chr14,54796
chrM:0x37DC,1,chr14,3228,2373,Unclassified,chr14,54796
chrM:0x37DC,1,chr14,3248,2373,Unclassified,chr14,54796
chrM:0x37DC,1,chr14,3248,2374,Unclassified,chr14,54797
chrM:0x37DC,1,chr14,3228,2374,Unclassified,chr14,54797
chrM:0x37DC,1,chr14,3248,1385136,Unclassified,chr14,54797
chrM:0x37DC,1,chr14,3228,1385136,Unclassified,chr14,54797
chrM:0x37DC,1,chr14,3248,2375,Unclassified,chr14,54798
chrM:0x37DC,1,chr14,3228,2375,Unclassified,chr14,54798
chrM:0x37DC,1,chr14,3228,1385137,Unclassified,chr14,54798
chrM:0x37DC,1,chr14,3248,1385137,Unclassified,chr14,54798
chrM:0x37DC,1,chr14,3228,2376,Unclassified,chr14,54799
chrM:0x37DC,1,chr14,3248,1385138,Unclassified,chr14,54799
chrM:0x37DC,1,chr14,3248,2376,Unclassified,chr14,54799
chrM:0x37DC,1,chr14,3228,1385138,Unclassified,chr14,54799
chrM:0x37DC,1,chr14,3248,22199441,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3248,21873384,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3248,1671644,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3228,21664195,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3228,1671644,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3228,22199441,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3248,21664195,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3228,21873384,Unclassified,chr14,54821
chrM:0x37DC,1,chr14,3248,21510841,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3248,1385161,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3248,21873386,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3228,21664196,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3228,21510841,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3228,1385161,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3248,21664196,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3228,21873386,Unclassified,chr14,54822
chrM:0x37DC,1,chr14,3228,21873388,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3248,21510842,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3228,1385162,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3248,21664197,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3228,21510842,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3248,1385162,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3228,21664197,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3248,21873388,Unclassified,chr14,54823
chrM:0x37DC,1,chr14,3248,21664198,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3248,21510843,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3228,21873390,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3248,1385163,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3228,21510843,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3228,21664198,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3228,1385163,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3248,21873390,Unclassified,chr14,54824
chrM:0x37DC,1,chr14,3248,21873392,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3228,21873392,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3248,21510844,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3228,1385164,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3228,21510844,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3228,21664199,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3248,21664199,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3248,1385164,Unclassified,chr14,54825
chrM:0x37DC,1,chr14,3228,1385165,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3248,21664200,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3228,21664200,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3228,21873393,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3248,21510845,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3248,1385165,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3228,21510845,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3248,21873393,Unclassified,chr14,54826
chrM:0x37DC,1,chr14,3228,21201013,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3248,21664201,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3228,21510846,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3248,21510846,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3248,2404,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3248,21201013,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3248,21873395,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3228,2404,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3228,21873395,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3228,21664201,Unclassified,chr14,54827
chrM:0x37DC,1,chr14,3228,2405,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3228,21873398,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3248,21873398,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3228,21664202,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3228,21201015,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3248,21664202,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3248,21201015,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3248,2405,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3228,21510847,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3248,21510847,Unclassified,chr14,54828
chrM:0x37DC,1,chr14,3228,2406,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,21201017,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,2406,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3228,21510848,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3228,21201017,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3228,21664203,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,21510848,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3228,21873401,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,21873401,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,21664203,Unclassified,chr14,54829
chrM:0x37DC,1,chr14,3248,2407,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,2407,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3248,21664204,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,21664204,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,21510849,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3248,21201018,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,21873402,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3248,21510849,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,21201018,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3248,21873402,Unclassified,chr14,54830
chrM:0x37DC,1,chr14,3228,21873405,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3228,21664205,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,21201019,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,2408,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,21873405,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,21664205,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,21510850,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3228,21510850,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3228,21201019,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3228,2408,Unclassified,chr14,54831
chrM:0x37DC,1,chr14,3248,21873407,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3248,21510851,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3228,21873407,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3228,21510851,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3248,21201020,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3228,21664206,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3248,21664206,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3228,21201020,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3248,20720887,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3228,20720887,Unclassified,chr14,54832
chrM:0x37DC,1,chr14,3248,21664207,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3228,20720888,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3228,21664207,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3228,21510852,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3248,21510852,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3248,21201022,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3248,20720888,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3228,21201022,Unclassified,chr14,54833
chrM:0x37DC,1,chr14,3248,21510853,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3228,21201023,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3248,21664208,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3228,21510853,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3228,21664208,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3248,21201023,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3228,20720889,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3248,20720889,Unclassified,chr14,54834
chrM:0x37DC,1,chr14,3228,21664209,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3248,20720890,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3228,20720890,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3228,21201026,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3228,21510854,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3248,21510854,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3248,21664209,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3248,21201026,Unclassified,chr14,54835
chrM:0x37DC,1,chr14,3248,1385129,Unclassified,chr14,1007194
chrM:0x37DC,1,chr14,3228,1671613,Unclassified,chr14,1007194
chrM:0x37DC,1,chr14,3228,1385129,Unclassified,chr14,1007194
chrM:0x37DC,1,chr14,3248,1671613,Unclassified,chr14,1007194
chrM:0x37DC,1,chr14,3248,2368,Unclassified,chr14,1007195
chrM:0x37DC,1,chr14,3228,2368,Unclassified,chr14,1007195
chrM:0x37DC,1,chr14,3228,1385130,Unclassified,chr14,1007195
chrM:0x37DC,1,chr14,3248,1385130,Unclassified,chr14,1007195
chrM:0x37DC,1,chr14,3248,1385131,Unclassified,chr14,1007196
chrM:0x37DC,1,chr14,3228,1385131,Unclassified,chr14,1007196
chrM:0x37DC,1,chr14,3228,2369,Unclassified,chr14,1007196
chrM:0x37DC,1,chr14,3248,2369,Unclassified,chr14,1007196
chrM:0x37DC,1,chr14,3228,2370,Unclassified,chr14,1007197
chrM:0x37DC,1,chr14,3248,1385132,Unclassified,chr14,1007197
chrM:0x37DC,1,chr14,3248,2370,Unclassified,chr14,1007197
chrM:0x37DC,1,chr14,3228,1385132,Unclassified,chr14,1007197
chrM:0x37DC,1,chr14,3248,2371,Unclassified,chr14,1007198
chrM:0x37DC,1,chr14,3228,1385133,Unclassified,chr14,1007198
chrM:0x37DC,1,chr14,3248,1385133,Unclassified,chr14,1007198
chrM:0x37DC,1,chr14,3228,2371,Unclassified,chr14,1007198
chrM:0x37DC,1,chr14,3228,1385134,Unclassified,chr14,1007199
chrM:0x37DC,1,chr14,3248,2372,Unclassified,chr14,1007199
chrM:0x37DC,1,chr14,3228,2372,Unclassified,chr14,1007199
chrM:0x37DC,1,chr14,3248,1385134,Unclassified,chr14,1007199
chrM:0x37DC,1,chr14,3248,2373,Unclassified,chr14,1007200
chrM:0x37DC,1,chr14,3228,2373,Unclassified,chr14,1007200
chrM:0x37DC,1,chr14,3228,2374,Unclassified,chr14,1007201
chrM:0x37DC,1,chr14,3248,2374,Unclassified,chr14,1007201
chrM:0x37DC,1,chr14,3248,2375,Unclassified,chr14,1007202
chrM:0x37DC,1,chr14,3228,2375,Unclassified,chr14,1007202
chrM:0x37DC,1,chr14,3248,2376,Unclassified,chr14,1007203
chrM:0x37DC,1,chr14,3228,2376,Unclassified,chr14,1007203
chrM:0x37DC,1,chr14,3228,1943460,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3228,1385129,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3248,1671613,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3248,1385129,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3228,1671613,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3248,1943460,Unclassified,chr14,1008844
chrM:0x37DC,1,chr14,3228,1671614,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3228,1385130,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3228,2368,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3248,2368,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3248,1385130,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3248,1671614,Unclassified,chr14,1008845
chrM:0x37DC,1,chr14,3248,2369,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3248,1385131,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3248,1671615,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3228,1385131,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3228,1671615,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3228,2369,Unclassified,chr14,1008846
chrM:0x37DC,1,chr14,3248,2370,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3228,2370,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3248,1385132,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3228,1671616,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3228,1385132,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3248,1671616,Unclassified,chr14,1008847
chrM:0x37DC,1,chr14,3248,1671617,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3228,2371,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3228,1671617,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3248,2371,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3248,1385133,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3228,1385133,Unclassified,chr14,1008848
chrM:0x37DC,1,chr14,3248,1671618,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3248,1385134,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3228,1385134,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3248,2372,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3228,2372,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3228,1671618,Unclassified,chr14,1008849
chrM:0x37DC,1,chr14,3228,2373,Unclassified,chr14,1008850
chrM:0x37DC,1,chr14,3248,1385135,Unclassified,chr14,1008850
chrM:0x37DC,1,chr14,3248,2373,Unclassified,chr14,1008850
chrM:0x37DC,1,chr14,3228,1385135,Unclassified,chr14,1008850
chrM:0x37DC,1,chr14,3228,2374,Unclassified,chr14,1008851
chrM:0x37DC,1,chr14,3248,1385136,Unclassified,chr14,1008851
chrM:0x37DC,1,chr14,3228,1385136,Unclassified,chr14,1008851
chrM:0x37DC,1,chr14,3248,2374,Unclassified,chr14,1008851
chrM:0x37DC,1,chr14,3248,1385137,Unclassified,chr14,1008852
chrM:0x37DC,1,chr14,3248,2375,Unclassified,chr14,1008852
chrM:0x37DC,1,chr14,3228,2375,Unclassified,chr14,1008852
chrM:0x37DC,1,chr14,3228,1385137,Unclassified,chr14,1008852
chrM:0x37DC,1,chr14,3248,1385138,Unclassified,chr14,1008853
chrM:0x37DC,1,chr14,3228,1385138,Unclassified,chr14,1008853
chrM:0x37DC,1,chr14,3228,2376,Unclassified,chr14,1008853
chrM:0x37DC,1,chr14,3248,2376,Unclassified,chr14,1008853
chrM:0x37DC,1,chr14,3248,2523351,Unclassified,chr15,18085
chrM:0x37DC,1,chr14,3228,2523351,Unclassified,chr15,18085
chrM:0x37DC,1,chr14,3228,2523822,Unclassified,chr15,18087
chrM:0x37DC,1,chr14,3248,2523822,Unclassified,chr15,18087
chrM:0x37DC,1,chr14,3248,2523352,Unclassified,chr15,18089
chrM:0x37DC,1,chr14,3248,2568930,Unclassified,chr15,18089
chrM:0x37DC,1,chr14,3228,2523352,Unclassified,chr15,18089
chrM:0x37DC,1,chr14,3228,2568930,Unclassified,chr15,18089
chrM:0x37DC,1,chr14,3248,2523823,Unclassified,chr15,18091
chrM:0x37DC,1,chr14,3228,2523823,Unclassified,chr15,18091
chrM:0x37DC,1,chr14,3248,2473729,Unclassified,chr15,18093
chrM:0x37DC,1,chr14,3248,2523353,Unclassified,chr15,18093
chrM:0x37DC,1,chr14,3228,2473729,Unclassified,chr15,18093
chrM:0x37DC,1,chr14,3228,2523353,Unclassified,chr15,18093
chrM:0x37DC,1,chr14,3248,2474255,Unclassified,chr15,18095
chrM:0x37DC,1,chr14,3228,2474255,Unclassified,chr15,18095
chrM:0x37DC,1,chr14,3248,2568931,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3248,2473730,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3228,2473730,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3228,2568931,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3228,2523354,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3248,2523354,Unclassified,chr15,18097
chrM:0x37DC,1,chr14,3248,2474256,Unclassified,chr15,18099
chrM:0x37DC,1,chr14,3228,2474256,Unclassified,chr15,18099
chrM:0x37DC,1,chr14,3228,2523355,Unclassified,chr15,18101
chrM:0x37DC,1,chr14,3248,2523355,Unclassified,chr15,18101
chrM:0x37DC,1,chr14,3228,2473731,Unclassified,chr15,18101
chrM:0x37DC,1,chr14,3248,2473731,Unclassified,chr15,18101
chrM:0x37DC,1,chr14,3228,2215046,Unclassified,chr15,18103
chrM:0x37DC,1,chr14,3248,2215046,Unclassified,chr15,18103
chrM:0x37DC,1,chr14,3228,2474257,Unclassified,chr15,18103
chrM:0x37DC,1,chr14,3248,2474257,Unclassified,chr15,18103
chrM:0x37DC,1,chr14,3228,2215047,Unclassified,chr15,18104
chrM:0x37DC,1,chr14,3248,2215047,Unclassified,chr15,18104
chrM:0x37DC,1,chr14,3248,2473732,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3228,2215048,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3248,2215048,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3228,2473732,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3248,2568932,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3228,2523356,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3248,2523356,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3228,2568932,Unclassified,chr15,18105
chrM:0x37DC,1,chr14,3228,2215049,Unclassified,chr15,18106
chrM:0x37DC,1,chr14,3248,2215049,Unclassified,chr15,18106
chrM:0x37DC,1,chr14,3228,2215804,Unclassified,chr15,18107
chrM:0x37DC,1,chr14,3248,2215804,Unclassified,chr15,18107
chrM:0x37DC,1,chr14,3248,1948053,Unclassified,chr15,18108
chrM:0x37DC,1,chr14,3228,1948053,Unclassified,chr15,18108
chrM:0x37DC,1,chr14,3228,2215805,Unclassified,chr15,18108
chrM:0x37DC,1,chr14,3248,2215805,Unclassified,chr15,18108
chrM:0x37DC,1,chr14,3248,2523357,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3228,2215806,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3248,1948054,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3228,1948054,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3228,2523357,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3248,2473733,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3248,2215806,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3228,2473733,Unclassified,chr15,18109
chrM:0x37DC,1,chr14,3248,2215807,Unclassified,chr15,18110
chrM:0x37DC,1,chr14,3228,1948055,Unclassified,chr15,18110
chrM:0x37DC,1,chr14,3228,2215807,Unclassified,chr15,18110
chrM:0x37DC,1,chr14,3248,1948055,Unclassified,chr15,18110
chrM:0x37DC,1,chr14,3228,2215808,Unclassified,chr15,18111
chrM:0x37DC,1,chr14,3248,2215808,Unclassified,chr15,18111
chrM:0x37DC,1,chr14,3248,1948056,Unclassified,chr15,18111
chrM:0x37DC,1,chr14,3228,1948056,Unclassified,chr15,18111
chrM:0x37DC,1,chr14,3228,2215809,Unclassified,chr15,18112
chrM:0x37DC,1,chr14,3228,1948761,Unclassified,chr15,18112
chrM:0x37DC,1,chr14,3248,1948761,Unclassified,chr15,18112
chrM:0x37DC,1,chr14,3248,2215809,Unclassified,chr15,18112
chrM:0x37DC,1,chr14,3228,1948762,Unclassified,chr15,18113
chrM:0x37DC,1,chr14,3248,2473734,Unclassified,chr15,18113
