gene,department
ATXN7,Cytoskeleton
ATXN7L3,Chromatin
ATXN7L3,Transcription
AUH,Nuc acid bind
AUNIP,DNA repair
AURKA,Chromatin
AURKA,Cell cycle
AURKA,Kinase
AURKA,Cytoskeleton
AURKB,Chromatin
AURKB,Transcription
AURKB,Cell cycle
AURKB,Kinase
AURKC,Cell cycle
AURKC,Kinase
AUTS2,Transcription
AVEN,Apoptosis
AVIL,Cytoskeleton
AVP,Kinase
AVP,Signaling
AVPR1A,Signaling
AVPR1B,Signaling
AVPR2,Signaling
AXIN1,Apoptosis
AXL,Kinase
AXL,Signaling
AXL,Immune
AZGP1,Immune
AZGP1,Cell adhesion
AZU1,Signaling
AZU1,Proteolysis
AZU1,Immune
B2M,Immune
B2M,Structural
BABAM1,Chromatin
BABAM1,Cell cycle
BABAM1,DNA repair
BABAM2,Chromatin
BABAM2,Cell cycle
BABAM2,Signaling
BABAM2,DNA repair
BABAM2,Apoptosis
BACC1,Chromatin
BACE1,Proteolysis
BACE2,Proteolysis
BACH1,Transcription
BACH1,DNA repair
BACH2,Transcription
BAD,Apoptosis
BAG1,Signaling
BAG1,Apoptosis
BAG1,Protein folding
BAG2,Protein folding
BAG3,Apoptosis
BAG3,Protein folding
BAG4,Nuc acid bind
BAG4,Protein folding
BAG5,Protein folding
BAG6,Chromatin
BAG6,Apoptosis
BAHD1,Chromatin
BAK1,Apoptosis
BANF1,Chromatin
BANK1,Signaling
BANP,Chromatin
BANP,Nuc acid bind
BAP1,Chromatin
BAP1,Proteolysis
BARD1,Chromatin
BARD1,Transcription
BARD1,Ubiquitin
BARD1,DNA repair
BARD1,Nuc acid bind
BARD1,Apoptosis
BARGIN,Signaling
BARHL1,Transcription
BARHL2,Transcription
BARX1,Transcription
BARX2,Transcription
BATF,Transcription
BATF,DNA repair
BATF2,Transcription
BATF3,Transcription
BAX,Apoptosis
BAZ1A,Chromatin
BAZ1A,Transcription
BAZ1B,Chromatin
BAZ1B,Transcription
BAZ1B,DNA repair
BAZ2A,Chromatin
BAZ2A,Transcription
BAZ2A,Nuc acid bind
BAZ2B,Chromatin
BAZ2B,Transcription
BBC3,Apoptosis
BBS4,Cytoskeleton
BBS7,Transcription
BBX,Transcription
BCAM,Signaling
BCAM,Cell adhesion
BCAN,Cell adhesion
BCAP29,Transport
BCAP29,Apoptosis
BCAP31,Transport
BCAP31,Apoptosis
BCAR1,Cell cycle
BCAR1,Cell adhesion
BCAR3,Signaling
BCAR3,GTPase
BCAS2,RNA processing
BCAS3,Transcription
BCCIP,DNA repair
BCCIP,Nuc acid bind
BCCIP,Cytoskeleton
BCDIN3D,Methylation
BCKDK,Kinase
BCL10,Immune
BCL10,Apoptosis
BCL11A,Transcription
BCL11B,Transcription
BCL2,Ubiquitin
BCL2,DNA repair
BCL2,Transport
BCL2,Apoptosis
BCL2A1,Transport
BCL2A1,Apoptosis
BCL2L1,Transport
BCL2L1,Apoptosis
BCL2L10,Transport
BCL2L10,Apoptosis
BCL2L11,Apoptosis
BCL2L12,Transcription
BCL2L12,Apoptosis
BCL2L13,Apoptosis
BCL2L14,Apoptosis
BCL2L15,Apoptosis
BCL2L2,Transport
BCL2L2,Apoptosis
BCL3,DNA repair
BCL3,Apoptosis
BCL6,Transcription
BCL6,DNA repair
BCL6,Immune
BCL6,Apoptosis
BCL6B,Transcription
BCL7A,Chromatin
BCL7A,Transcription
BCL7B,Chromatin
BCL7B,Transcription
BCL7B,Apoptosis
BCL7C,Chromatin
BCL7C,Transcription
BCL7C,Apoptosis
BCL9,Transcription
BCL9L,Transcription
BCLAF1,Transcription
BCLAF1,DNA repair
BCLAF1,Nuc acid bind
BCLAF1,Apoptosis
BCLAF3,Transcription
BCOR,Chromatin
BCOR,Transcription
BCORL1,Chromatin
BCORL1,Transcription
BCR,Kinase
BCR,Signaling
BCR,GTPase
BDKRB1,Signaling
BDKRB1,Immune
BDKRB2,Signaling
BDKRB2,Immune
BECN1,Cell cycle
BECN1,Apoptosis
BEND3,Chromatin
BEND3,Transcription
BEST1,Ion channel
BEST2,Ion channel
BEST3,Ion channel
BEST4,Ion channel
BET1,Transport
BEX1,Transcription
BEX1,Signaling
BEX2,Signaling
BEX2,Apoptosis
BEX3,Signaling
BEX3,Apoptosis
BEX5,Signaling
BFAR,Ubiquitin
BFAR,Apoptosis
BFSP1,Structural
BFSP1,Cytoskeleton
BFSP2,Structural
BGLAP,Signaling
BGLAP,Structural
BGLAP,Cell adhesion
BGN,Structural
BHLHA15,Transcription
BHLHA9,Transcription
BHLHE22,Transcription
BHLHE23,Transcription
BHLHE40,Transcription
BHLHE41,Transcription
BHMT,Methylation
BHMT2,Methylation
BICC1,Nuc acid bind
BICD1,RNA processing
BICD1,Structural
BICRA,Chromatin
BICRA,Transcription
BICRAL,Chromatin
BICRAL,Transcription
BID,Signaling
BID,Apoptosis
BIK,Apoptosis
BIN1,Transcription
BIN1,Apoptosis
BIN1,Cytoskeleton
BIN3,Cell cycle
BIRC2,Ubiquitin
BIRC2,Signaling
BIRC2,Immune
BIRC2,Apoptosis
BIRC3,Signaling
BIRC3,Immune
BIRC3,Apoptosis
BIRC5,Cell cycle
BIRC5,Apoptosis
BIRC6,Cell cycle
BIRC6,Ubiquitin
BIRC6,Kinase
BIRC6,Apoptosis
BIRC7,Ubiquitin
BIRC7,Apoptosis
BIRC8,Apoptosis
BKGD,DNA repair
BLCAP,Apoptosis
BLID,Apoptosis
BLK,Kinase
BLK,Signaling
BLM,DNA repair
BLM,Nuc acid bind
BLMH,Ubiquitin
BLMH,Proteolysis
BLNK,Signaling
BLNK,Immune
BLZF1,Transport
BMAL1,Transcription
BMAL2,Transcription
BMF,Apoptosis
BMI1,Chromatin
BMI1,Transcription
BMP1,Signaling
BMP1,Proteolysis
BMP10,Cell adhesion
BMP2,Transcription
BMP2,Immune
BMP2,Apoptosis
BMP2K,Kinase
BMP4,Transcription
BMP4,Apoptosis
BMP5,Transcription
BMP6,Transcription
BMP6,Immune
BMPER,Structural
BMPR1A,Transcription
BMPR1A,Kinase
BMPR1A,Immune
BMPR1B,Transcription
BMPR1B,Kinase
BMPR1B,Immune
BMPR2,Transcription
BMPR2,Kinase
BMS1,Nuc acid bind
BMS1,GTPase
BMX,Kinase
BMX,Signaling
BMX,Apoptosis
BMX,Cell adhesion
BNC2,Transcription
BNIP1,Transport
BNIP1,Apoptosis
BNIP2,Apoptosis
BNIP3,Apoptosis
BNIP3L,Apoptosis
BNIPL,Apoptosis
BOC,Cell adhesion
BOD1,Cell cycle
BOD1L1,DNA repair
BOD1L2,Cell cycle
BOK,Transport
BOK,Apoptosis
BOLL,Nuc acid bind
BOP1,Nuc acid bind
BORA,Cell cycle
BPI,Immune
BPIFA1,Immune
BPIFB1,Immune
BPIFB3,Immune
BPIFC,Immune
BPTF,Chromatin
BPTF,Transcription
BRAF,Kinase
BRAF,Signaling
BRAP,Ubiquitin
BRAP,Nuc acid bind
BRAT1,DNA repair
BRAT1,Apoptosis
BRCA1,Chromatin
BRCA1,Transcription
BRCA1,Ubiquitin
BRCA1,DNA repair
BRCA1,Nuc acid bind
BRCA2,Chromatin
BRCA2,Transcription
BRCA2,DNA repair
BRCC3,Chromatin
BRCC3,Cell cycle
BRCC3,DNA repair
BRCC3,Proteolysis
BRD1,Chromatin
BRD1,Transcription
BRD2,Chromatin
BRD2,Transcription
BRD3,Chromatin
BRD3,Transcription
BRD4,Chromatin
BRD4,Transcription
BRD4,DNA repair
BRD7,Chromatin
BRD7,Transcription
BRD8,Chromatin
BRD8,Transcription
BRD8,Signaling
BRD9,Chromatin
BRD9,Transcription
BRD9,Nuc acid bind
BRDT,Chromatin
BRDT,Transcription
BRDT,RNA processing
BRIP1,Transcription
BRIP1,DNA repair
BRIP1,Nuc acid bind
BRIX1,Nuc acid bind
BRMS1,Transcription
BRMS1,Apoptosis
BRMS1L,Transcription
BRPF1,Chromatin
BRPF1,Transcription
BRPF3,Chromatin
BRPF3,Transcription
BRS3,Signaling
BRSK1,Kinase
BRSK1,DNA repair
BRSK2,Cell cycle
BRSK2,Kinase
BRSK2,Apoptosis
BRWD1,Transcription
BRWD1,Cytoskeleton
BRWD3,Transcription
BRWD3,Cytoskeleton
BSG,Signaling
BSPRY,Immune
BSPRY,Ion channel
BST1,Signaling
BST2,Nuc acid bind
BST2,Immune
BSX,Transcription
BTBD1,Ubiquitin
BTF3,Nuc acid bind
BTG1,Transcription
BTG2,DNA repair
BTK,Kinase
BTK,Signaling
BTK,Immune
BTK,Apoptosis
BTRC,Transcription
BTRC,Ubiquitin
BTRC,Signaling
BTRC,Phosphatase
BUB1,Chromatin
BUB1,Cell cycle
BUB1,Kinase
BUB1,Signaling
BUB1,Apoptosis
BUB1B,Cell cycle
BUB1B,Kinase
BUB1B,Apoptosis
BUB3,Cell cycle
BUD13,RNA processing
BUD13,Nuc acid bind
BUD23,Chromatin
BUD23,Nuc acid bind
BUD23,Methylation
BUD31,RNA processing
BYSL,Nuc acid bind
BZW1,Nuc acid bind
C10orf90,Ubiquitin
C11orf68,Nuc acid bind
C14orf93,Nuc acid bind
C15orf39,Immune
C17orf99,Signaling
C17orf99,Immune
C19orf12,Apoptosis
C1D,Nuc acid bind
C1D,Apoptosis
C1QA,Immune
C1QB,Immune
C1QBP,Transcription
C1QBP,RNA processing
C1QBP,DNA repair
C1QBP,Immune
C1QBP,Apoptosis
C1QC,Immune
C1QTNF12,Signaling
C1QTNF4,Signaling
C1QTNF9,Signaling
C1R,Proteolysis
C1R,Immune
C1RL,Proteolysis
C1RL,Immune
C1S,Proteolysis
C1S,Immune
C1orf52,Nuc acid bind
C2,Proteolysis
C2,Immune
C2orf15,Nuc acid bind
C3,Signaling
C3,Immune
C3AR1,Signaling
C3AR1,Immune
C3orf38,Apoptosis
C4A,Immune
C4B,Immune
C4BPA,Nuc acid bind
C4BPA,Immune
C4BPB,Immune
C5,Signaling
C5,Immune
C5AR1,Signaling
C5AR1,Immune
C5AR2,Signaling
C5AR2,Immune
C6,Transport
C6,Immune
C6orf120,Apoptosis
C6orf89,Chromatin
C7,Transport
C7,Immune
C8A,Transport
C8A,Immune
C8B,Transport
C8B,Immune
C8G,Transport
C8G,Immune
C9,Transport
C9,Immune
C9orf78,RNA processing
C9orf78,Nuc acid bind
CAAP1,Apoptosis
CAB39,Signaling
CAB39L,Signaling
CABIN1,Chromatin
CABIN1,Transcription
CABIN1,Signaling
CABLES1,Cell cycle
CABLES2,Cell cycle
CABP2,Signaling
CABP4,Signaling
CABP5,Signaling
CACFD1,Transport
CACHD1,Ion channel
CACNA1A,Transport
CACNA1A,Ion channel
CACNA1B,Transport
CACNA1B,Ion channel
CACNA1C,Transport
CACNA1C,Ion channel
CACNA1D,Transport
CACNA1D,Ion channel
CACNA1E,Transport
CACNA1E,Ion channel
CACNA1F,Transport
CACNA1F,Ion channel
CACNA1G,Transport
CACNA1G,Ion channel
CACNA1H,Transport
CACNA1H,Ion channel
CACNA1I,Signaling
CACNA1I,Transport
CACNA1I,Ion channel
CACNA1S,Transport
CACNA1S,Ion channel
CACNA2D1,Ion channel
CACNA2D2,Ion channel
CACNA2D3,Ion channel
CACNA2D4,Ion channel
CACNB1,Ion channel
CACNB2,Ion channel
CACNB3,Ion channel
CACNB4,Ion channel
CACNG1,Ion channel
CACNG2,Ion channel
CACNG3,Ion channel
CACNG4,Ion channel
CACNG5,Ion channel
CACNG6,Ion channel
CACNG7,Ion channel
CACNG8,Ion channel
CACTIN,RNA processing
CACTIN,Nuc acid bind
CACTIN,Immune
CAD,Kinase
CADM1,Apoptosis
CADM1,Cell adhesion
CADM2,Cell adhesion
CADM3,Cell adhesion
CADM4,Cell adhesion
CALCB,Signaling
CALCOCO1,Transcription
CALCOCO1,Signaling
CALCR,Signaling
CALCRL,Signaling
CALCRL,Ion channel
CALHM1,Ion channel
CALHM2,Apoptosis
CALHM2,Ion channel
CALHM3,Ion channel
CALHM4,Ion channel
CALHM5,Ion channel
CALHM6,Ion channel
CALML4,Cytoskeleton
CALML5,Signaling
CALML5,Cytoskeleton
CALML6,Cytoskeleton
CALR,Transcription
CALR,Nuc acid bind
CALR,Protein folding
CALR3,Protein folding
CAMK1,Transcription
CAMK1,Kinase
CAMK1,Signaling
CAMK1D,Kinase
CAMK1D,Signaling
CAMK1D,Immune
CAMK1G,Kinase
CAMK1G,Signaling
CAMK2A,Kinase
CAMK2A,Ion channel
CAMK2B,Kinase
CAMK2B,Signaling
CAMK2D,Transcription
CAMK2D,Kinase
CAMK2G,Kinase
CAMK4,Kinase
CAMK4,Signaling
CAMK4,Immune
CAMKK1,Kinase
CAMKK1,Signaling
CAMKK2,Kinase
CAMKMT,Methylation
CAMKV,Kinase
CAMKV,Signaling
CAMLG,Signaling
CAMLG,Transport
CAMP,Immune
CAMSAP1,Cytoskeleton
CAMSAP2,Cytoskeleton
CAMSAP3,Cytoskeleton
CAMTA1,Transcription
CAMTA2,Transcription
CAND1,Ubiquitin
CAND2,Ubiquitin
CANX,Nuc acid bind
CANX,Protein folding
CAP1,Signaling
CAP1,Cytoskeleton
CAP2,Signaling
CAP2,Cytoskeleton
CAPN1,Proteolysis
CAPN10,Proteolysis
CAPN11,Proteolysis
CAPN12,Proteolysis
CAPN13,Proteolysis
CAPN14,Proteolysis
CAPN15,Proteolysis
CAPN2,Proteolysis
CAPN3,Proteolysis
CAPN3,Apoptosis
CAPN5,Signaling
CAPN5,Proteolysis
CAPN6,Proteolysis
CAPN7,Proteolysis
CAPN8,Proteolysis
CAPN9,Proteolysis
CAPNS1,Proteolysis
CAPRIN1,Nuc acid bind
CAPRIN2,Transcription
CAPRIN2,Nuc acid bind
CAPS,Signaling
CARD10,Signaling
CARD11,Signaling
CARD14,Signaling
CARD14,Apoptosis
CARD16,Proteolysis
CARD17P,Proteolysis
CARD18,Proteolysis
CARD18,Immune
CARD6,Apoptosis
CARD8,Proteolysis
CARD8,Immune
CARD9,Signaling
CARD9,Immune
CARF,Transcription
CARHSP1,Signaling
CARHSP1,Nuc acid bind
CARM1,Chromatin
CARM1,Transcription
CARM1,Methylation
CARNMT1,Methylation
CARS1,Translation
CARS2,Translation
CARTPT,Signaling
CASC3,RNA processing
CASC3,Nuc acid bind
CASK,Kinase
CASK,Cell adhesion
CASKIN1,Signaling
CASKIN2,Signaling
CASP1,Signaling
CASP1,Proteolysis
CASP1,Immune
CASP1,Apoptosis
CASP10,Proteolysis
CASP10,Apoptosis
CASP12,Proteolysis
CASP12,Apoptosis
CASP14,Proteolysis
CASP2,DNA repair
CASP2,Proteolysis
CASP2,Apoptosis
CASP3,Signaling
CASP3,Proteolysis
CASP3,Apoptosis
CASP4,Proteolysis
CASP4,Immune
CASP4,Apoptosis
CASP5,Proteolysis
CASP5,Apoptosis
CASP6,Proteolysis
CASP6,Apoptosis
CASP7,Nuc acid bind
CASP7,Proteolysis
CASP7,Apoptosis
CASP8,Proteolysis
CASP8,Apoptosis
CASP8AP2,Signaling
CASP8AP2,Apoptosis
CASP9,DNA repair
CASP9,Proteolysis
CASP9,Apoptosis
CASR,Signaling
CASS4,Cell adhesion
CAST,Nuc acid bind
CASZ1,Transcription
CATSPER1,Transport
CATSPER1,Ion channel
CATSPER2,Transport
CATSPER2,Ion channel
CATSPER3,Transport
CATSPER3,Ion channel
CATSPER4,Transport
CATSPER4,Ion channel
CAV1,Transcription
CAV1,Ion channel
CAVIN1,Nuc acid bind
CBFA2T3,Transcription
CBFB,Transcription
CBFB,Ubiquitin
CBL,Ubiquitin
CBL,Signaling
CBL,DNA repair
CBLB,Ubiquitin
CBLB,Signaling
CBLC,Ubiquitin
CBLC,Signaling
CBLIF,Ion channel
CBLL1,Ubiquitin
CBLL1,RNA processing
CBLL2,Ubiquitin
CBX1,DNA repair
CBX2,Chromatin
CBX2,Transcription
CBX3,Chromatin
CBX3,DNA repair
CBX4,Chromatin
CBX4,Transcription
CBX5,Transcription
CBX5,DNA repair
CBX6,Chromatin
CBX6,Transcription
CBX7,Chromatin
CBX7,Transcription
CBX8,Chromatin
CBX8,Transcription
CC2D1A,Transcription
CC2D1B,Transcription
CCAR1,Transcription
CCAR1,Nuc acid bind
CCAR1,Apoptosis
CCAR2,Transcription
CCAR2,RNA processing
CCAR2,DNA repair
CCAR2,Nuc acid bind
CCAR2,Apoptosis
CCAR2,Protein folding
CCDC124,Cell cycle
CCDC124,Nuc acid bind
CCDC13,DNA repair
CCDC137,Nuc acid bind
CCDC170,Cytoskeleton
CCDC3,Signaling
CCDC38,Chromatin
CCDC47,Nuc acid bind
CCDC47,Protein folding
CCDC51,Ion channel
CCDC59,Nuc acid bind
CCDC6,Structural
CCDC6,Cytoskeleton
CCDC62,Transcription
CCDC66,Cell cycle
CCDC8,Cytoskeleton
CCDC86,Nuc acid bind
CCDC88A,Signaling
CCDC88A,GTPase
CCDC88C,Signaling
CCDC88C,GTPase
CCDC9,Nuc acid bind
CCDC92,Immune
CCDC9B,Nuc acid bind
CCK,Signaling
CCKAR,Signaling
CCKBR,Signaling
CCL1,Signaling
CCL1,Immune
CCL11,Kinase
CCL11,Signaling
CCL11,Immune
CCL11,Cell adhesion
CCL11,Cytoskeleton
CCL13,Signaling
CCL13,Immune
CCL13,Cytoskeleton
CCL14,Immune
CCL15,Signaling
CCL15,Immune
CCL16,Immune
CCL17,Signaling
CCL17,Immune
CCL18,Signaling
CCL18,Immune
CCL19,Immune
CCL2,Kinase
CCL2,Signaling
CCL2,Immune
CCL2,Cell adhesion
CCL2,Cytoskeleton
CCL20,Signaling
CCL20,Immune
CCL21,Immune
CCL22,Signaling
CCL22,Immune
CCL23,Signaling
CCL23,Immune
CCL24,Signaling
CCL24,Immune
CCL24,Cytoskeleton
CCL25,Signaling
CCL25,Immune
CCL26,Signaling
CCL26,Immune
CCL27,Signaling
CCL27,Immune
CCL28,Signaling
CCL28,Immune
CCL3,Kinase
CCL3,Immune
CCL3,Ion channel
CCL3,Cytoskeleton
CCL3L1,Immune
CCL4,Signaling
CCL4,Immune
CCL4,Cell adhesion
CCL4L1,Immune
CCL5,Kinase
CCL5,Immune
CCL5,Ion channel
CCL7,Signaling
CCL7,Immune
CCL7,Cytoskeleton
CCL8,Kinase
CCL8,Signaling
CCL8,Immune
CCL8,Ion channel
CCN1,Transcription
CCN1,Signaling
CCN1,Structural
CCN1,Cell adhesion
CCN2,Signaling
CCN2,Cell adhesion
CCN3,Signaling
CCN3,Cell adhesion
CCN4,Signaling
CCN4,Cell adhesion
CCN5,Signaling
CCN5,Cell adhesion
CCN6,Signaling
CCN6,Cell adhesion
CCNA1,Cell cycle
CCNA2,Cell cycle
CCNB1,Cell cycle
CCNB1IP1,Ubiquitin
CCNB2,Cell cycle
CCNB3,Cell cycle
CCNC,Transcription
CCND1,Transcription
CCND1,Cell cycle
CCND1,Kinase
CCND1,DNA repair
CCND2,Cell cycle
CCND3,Cell cycle
CCNE1,Cell cycle
CCNE1,Kinase
CCNE2,Cell cycle
CCNF,Cell cycle
CCNF,Ubiquitin
CCNG1,Cell cycle
CCNG2,Cell cycle
CCNH,Transcription
CCNK,Transcription
CCNK,Cell cycle
CCNK,DNA repair
CCNL1,Transcription
CCNL1,RNA processing
CCNL2,Transcription
CCNL2,RNA processing
CCNO,Cell cycle
CCNQ,Transcription
CCNT1,Transcription
CCNT1,Cell cycle
CCNT2,Transcription
CCNT2,Cell cycle
CCNY,Cell cycle
CCR1,Signaling
CCR1,Immune
CCR1,Ion channel
CCR1,Cell adhesion
CCR10,Signaling
CCR10,Immune
CCR2,Signaling
CCR2,Immune
CCR3,Signaling
CCR3,Immune
CCR3,Cell adhesion
CCR4,Signaling
CCR4,Immune
CCR5,Signaling
CCR5,Immune
CCR5,Ion channel
CCR6,Signaling
CCR6,Immune
CCR7,Signaling
CCR7,Immune
CCR8,Signaling
CCR8,Immune
CCR8,Cell adhesion
CCR9,Signaling
CCR9,Immune
CCRL2,Signaling
CCRL2,Immune
CCSAP,Cell cycle
CCT2,Protein folding
CCT3,Nuc acid bind
CCT3,Protein folding
CCT4,Nuc acid bind
CCT4,Protein folding
CCT5,Protein folding
CCT6A,Nuc acid bind
CCT6A,Protein folding
CCT6B,Protein folding
CCT7,Protein folding
CCT8,Protein folding
CCT8L1P,Protein folding
CCT8L2,Protein folding
CCZ1,Transport
CCZ1B,Transport
CD101,Signaling
CD14,Signaling
CD14,Immune
CD14,Apoptosis
CD151,Cell adhesion
CD160,Immune
CD163,Transport
CD163,Immune
CD163L1,Transport
CD164,Signaling
CD164,Immune
CD164,Cell adhesion
CD177,Immune
CD177,Cell adhesion
CD180,Immune
CD1A,Immune
CD1B,Immune
CD1C,Immune
CD1D,Immune
CD1E,Immune
CD2,Signaling
CD2,Immune
CD2,Apoptosis
CD2,Cell adhesion
CD200,Transcription
CD200R1,Signaling
CD207,Immune
CD209,Signaling
CD209,Immune
CD209,Cell adhesion
CD22,Cell adhesion
CD226,Signaling
CD226,Cell adhesion
CD24,Cell adhesion
CD244,Signaling
CD244,Immune
CD247,Signaling
CD27,Signaling
CD27,Apoptosis
CD274,Signaling
CD274,Immune
CD28,Signaling
CD28,Immune
CD2AP,Cell cycle
CD2AP,Signaling
CD2AP,Structural
CD2BP2,RNA processing
CD300A,Signaling
CD300A,Cell adhesion
CD300C,Signaling
CD300E,Signaling
CD300H,Signaling
CD300LG,Signaling
CD320,Signaling
CD320,Transport
CD33,Signaling
CD33,Cell adhesion
CD34,Signaling
CD34,Cell adhesion
CD36,Transcription
CD36,Signaling
CD36,Immune
CD36,Cell adhesion
CD38,Signaling
CD3D,Signaling
CD3E,Signaling
CD3G,Signaling
CD4,Signaling
CD4,Immune
CD4,Structural
CD4,Cell adhesion
CD40,Transcription
CD40,Immune
CD40LG,Signaling
CD40LG,Immune
CD44,Immune
CD44,Cell adhesion
CD46,Immune
CD47,Immune
CD47,Apoptosis
CD47,Cell adhesion
CD48,Signaling
CD48,Immune
CD53,Signaling
CD55,Immune
CD58,Immune
CD59,Signaling
CD5L,Immune
CD5L,Apoptosis
CD6,Transport
CD6,Immune
CD6,Cell adhesion
CD7,Immune
CD70,Immune
CD72,Signaling
CD72,Cell adhesion
CD74,Immune
CD74,Protein folding
CD79A,Signaling
CD79B,Signaling
CD79B,Immune
CD80,Signaling
CD80,Immune
CD81,Transcription
CD83,Signaling
CD84,Immune
CD84,Cell adhesion
CD86,Signaling
CD86,Immune
CD8A,Signaling
CD8A,Immune
CD8B,Immune
CD9,Cell adhesion
CD93,Cell adhesion
CD96,Immune
CD96,Cell adhesion
CD99,Cell adhesion
CD99L2,Cell adhesion
CDAN1,Chromatin
CDC123,Protein folding
CDC14A,Cell cycle
CDC14A,Cytoskeleton
CDC14A,Phosphatase
CDC14B,DNA repair
CDC14B,Cytoskeleton
CDC14B,Phosphatase
CDC14C,Cytoskeleton
CDC14C,Phosphatase
CDC16,Cell cycle
CDC16,Ubiquitin
CDC20,Cell cycle
CDC20,Ubiquitin
CDC23,Cell cycle
CDC23,Ubiquitin
CDC25A,Cell cycle
CDC25A,Phosphatase
CDC25B,Cell cycle
CDC25B,Kinase
CDC25B,Phosphatase
CDC25C,Cell cycle
CDC25C,Phosphatase
CDC26,Cell cycle
CDC26,Ubiquitin
CDC27,Cell cycle
CDC27,Ubiquitin
CDC34,Ubiquitin
CDC37,Protein folding
CDC37L1,Protein folding
CDC40,RNA processing
CDC40,Nuc acid bind
CDC42,Signaling
CDC42,GTPase
CDC42BPA,Kinase
CDC42BPA,Cytoskeleton
CDC42BPB,Kinase
CDC42BPB,Signaling
CDC42BPB,Cytoskeleton
CDC42BPG,Kinase
CDC42EP3,Signaling
CDC42EP4,Nuc acid bind
CDC42SE1,Signaling
CDC5L,Transcription
CDC5L,RNA processing
CDC5L,DNA repair
CDC5L,Nuc acid bind
CDC6,Cell cycle
CDC7,Cell cycle
CDC7,Kinase
CDC7,Signaling
CDC73,Transcription
CDCA2,Cell cycle
CDCA3,Cell cycle
CDCA3,Ubiquitin
CDCA5,Cell cycle
CDCA7,Transcription
CDCA7,Apoptosis
CDCA7L,Transcription
CDCA8,Cell cycle
CDH1,Cell adhesion
CDH10,Cell adhesion
CDH11,Cell adhesion
CDH12,Cell adhesion
CDH13,Transcription
CDH13,Cell adhesion
CDH15,Cell adhesion
CDH16,Cell adhesion
CDH17,Transport
CDH17,Cell adhesion
CDH18,Cell adhesion
CDH19,Cell adhesion
CDH2,Nuc acid bind
CDH2,Cell adhesion
CDH20,Cell adhesion
CDH22,Cell adhesion
CDH23,Ion channel
CDH23,Cell adhesion
CDH24,Cell adhesion
CDH26,Cell adhesion
CDH3,Cell adhesion
CDH4,Cell adhesion
CDH5,Signaling
CDH5,Cell adhesion
CDH6,Cell adhesion
CDH7,Cell adhesion
CDH8,Cell adhesion
CDH9,Cell adhesion
CDHR1,Cell adhesion
CDHR2,Cell adhesion
CDHR3,Cell adhesion
CDHR4,Cell adhesion
CDHR5,Cell adhesion
CDIP1,Apoptosis
CDK1,Chromatin
CDK1,Transcription
CDK1,Cell cycle
CDK1,Kinase
CDK1,DNA repair
CDK1,Apoptosis
CDK1,Cytoskeleton
CDK10,Kinase
CDK11A,Transcription
CDK11A,Kinase
CDK11A,RNA processing
CDK11A,Apoptosis
CDK11B,Transcription
CDK11B,Kinase
CDK11B,RNA processing
CDK11B,Nuc acid bind
CDK11B,Apoptosis
CDK12,Transcription
CDK12,Kinase
CDK12,RNA processing
CDK13,Transcription
CDK13,Kinase
CDK13,RNA processing
CDK13,Nuc acid bind
CDK14,Cell cycle
CDK14,Kinase
CDK15,Kinase
CDK16,Kinase
CDK17,Kinase
CDK18,Kinase
CDK19,Kinase
CDK19,Apoptosis
CDK2,Chromatin
CDK2,Cell cycle
CDK2,Kinase
CDK2,Signaling
CDK2,DNA repair
CDK20,Cell cycle
CDK20,Kinase
CDK2AP1,Transcription
CDK3,Cell cycle
CDK3,Kinase
CDK3,Signaling
CDK3,DNA repair
CDK4,Cell cycle
CDK4,Kinase
CDK4,Signaling
CDK5,Cell cycle
CDK5,Kinase
CDK5,Apoptosis
CDK5,Cytoskeleton
CDK5R1,Kinase
CDK5R1,Cytoskeleton
CDK5RAP2,Cytoskeleton
CDK6,Cell cycle
CDK6,Kinase
CDK6,Signaling
CDK6,DNA repair
CDK7,Transcription
CDK7,Cell cycle
CDK7,Kinase
CDK7,DNA repair
CDK8,Transcription
CDK8,Kinase
CDK9,Transcription
CDK9,Kinase
CDK9,DNA repair
CDKL1,Kinase
CDKL2,Kinase
CDKL2,Signaling
CDKL3,Kinase
CDKL4,Kinase
CDKL5,Kinase
CDKN1A,DNA repair
CDKN1B,Signaling
CDKN2A,Transcription
CDKN2A,Nuc acid bind
CDKN2AIP,DNA repair
CDKN2AIP,Nuc acid bind
CDKN3,Phosphatase
CDNF,Signaling
CDO1,Immune
CDON,Cell adhesion
CDS1,Signaling
CDSN,Cell adhesion
CDT1,Cell cycle
CDX1,Transcription
CDX2,Transcription
CDX4,Transcription
CDY1,Chromatin
CDY2A,Chromatin
CDYL2,Chromatin
CEACAM1,Signaling
CEACAM1,Cell adhesion
CEACAM20,Signaling
CEACAM21,Immune
CEACAM3,Signaling
CEACAM4,Signaling
CEACAM5,Apoptosis
CEACAM5,Cell adhesion
CEACAM6,Apoptosis
CEACAM6,Cell adhesion
CEACAM7,Signaling
CEACAM8,Immune
CEACAM8,Cell adhesion
CEBPA,Transcription
CEBPB,Transcription
CEBPB,Immune
CEBPD,Transcription
CEBPE,Transcription
CEBPG,Transcription
CEBPG,Immune
CEBPZ,Transcription
CEBPZ,Nuc acid bind
CECR2,Chromatin
CECR2,Transport
CECR2,Cytoskeleton
CELA1,Proteolysis
CELA1,Immune
CELA2A,Proteolysis
