position,hex,word,department,enrichment,length
1684953,"0xF628","0xF628","Chromatin",5.5,2
1684995,"0x856C","0x856C","Unclassified",5.6,2
1685001,"0x6186","0x6186","Cytoskeleton",5.9,2
1685014,"0x9D75","0x9D75","Cytoskeleton",5.1,2
1685062,"0x6C82","0x6C82","Structural",6.3,2
1685074,"0x596F","0x596F","Unclassified",7.4,2
1685102,"0x09D5","0x09D5","DNA repair",6.5,2
1685141,"0xA567","0xA567","Ion channel",5.6,2
1685155,"0x765F","0x765F","Cytoskeleton",12.7,2
1685168,"0x94D9","0x94D9","Unclassified",6.1,2
1685174,"0x5827","0x5827","DNA repair",5.4,2
1685273,"0x4420","0x4420","Unclassified",11.8,2
1685283,"0xD88D","0xD88D","Phosphatase",5.3,2
1685415,"0x6DB6","0x6DB6","Chromatin",7.9,2
1685460,"0x5C82","0x5C82","Nuc acid bind",5.4,2
1685475,"0x769F","0x769F","Chromatin",9.3,2
1685492,"0x745C","0x745C","Unclassified",5.8,2
1685496,"0x35D7","0x35D7","Cytoskeleton",8.7,2
1685509,"0x575D","0x575D","Cytoskeleton",5,2
1685568,"0x77D7","0x77D7","Cytoskeleton",10.4,2
1685616,"0x7693","0x7693","Cell adhesion",10.9,2
1685651,"0x1F62","0x1F62","Chromatin",5.6,2
1685669,"0xD8A2","0xD8A2","Cytoskeleton",6.6,2
1685685,"0x8420","0x8420","Chromatin",7.5,2
1685724,"0x8450","0x8450","Cell adhesion",12.1,2
1685728,"0x89D0","0x89D0","Cell cycle",5.2,2
1685761,"0x7567","0x7567","DNA repair",10.3,2
1685812,"0xD59D","0xD59D","Cytoskeleton",8.7,2
1685848,"0x056B","0x056B","Ion channel",9.2,2
1685948,"0x9A69","0x9A69","RNA processing",9.3,2
1685963,"0x77DA","0x77DA","Transcription",6.7,2
1685991,"0x5A2B56","0x5A2B56","Cytoskeleton",63.9,3
1686058,"0x7DF5","0x7DF5","Chromatin",5.9,2
1686070,"0x35D9","0x35D9","Unclassified",6.3,2
1686086,"0x87D5","0x87D5","Unclassified",6.5,2
1686088,"0xA288","0xA288","Cytoskeleton",6.2,2
1686202,"0x9B69","0x9B69","Cytoskeleton",5.7,2
1686215,"0x7628","0x7628","Chromatin",6.6,2
1686249,"0xF72C","0xF72C","Chromatin",6.4,2
1686257,"0x2B6D","0x2B6D","Chromatin",5.5,2
1686262,"0x0568","0x0568","Unclassified",11.6,2
1686264,"0x36D3","0x36D3","Cell adhesion",5.1,2
1686332,"0x9882","0x9882","Transcription",5.9,2
1686337,"0xC968","0xC968","Unclassified",14.3,2
1686391,"0xCBDF","0xCBDF","Structural",6.1,2
1686424,"0xF72F","0xF72F","Transcription",12,2
1686474,"0x881A","0x881A","Unclassified",5.1,2
1686526,"0x75D8","0x75D8","Chromatin",5.8,2
1686607,"0x37D8","0x37D8","Cell adhesion",7.1,2
1686621,"0xB98B","0xB98B","RNA processing",7.9,2
1686636,"0xDC9D","0xDC9D","Chromatin",6.1,2
1686761,"0xBDCB","0xBDCB","Chromatin",5.9,2
1686808,"0xF4D7","0xF4D7","Unclassified",5.7,2
1686902,"0x1713","0x1713","Transcription",10.8,2
1687063,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
1687111,"0xC82C","0xC82C","Cytoskeleton",7.8,2
1687128,"0x5A2C","0x5A2C","Structural",5,2
1687197,"0x0810","0x0810","Chromatin",7.8,2
1687211,"0x8A98","0x8A98","Chromatin",5.3,2
1687229,"0x94D9","0x94D9","Unclassified",6.1,2
1687291,"0x0410","0x0410","Transcription",41.5,2
1687296,"0xF7D9","0xF7D9","Nuc acid bind",5.1,2
1687408,"0x056F","0x056F","Unclassified",16.1,2
1687448,"0xB568","0xB568","Cell cycle",11.8,2
1687454,"0x0BD5","0x0BD5","Transcription",5.8,2
1687476,"0xB79B","0xB79B","Unclassified",16.6,2
1687550,"0x8114","0x8114","Unclassified",5.3,2
1687554,"0x5A11","0x5A11","Proteolysis",5.3,2
1687585,"0x596F","0x596F","Unclassified",7.4,2
1687719,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1687805,"0xA450","0xA450","Transport",8.3,2
1687879,"0x7618","0x7618","DNA repair",7.7,2
1687962,"0x756F","0x756F","Cytoskeleton",13.7,2
1687990,"0xDF7D","0xDF7D","Chromatin",9.8,2
1687997,"0xDF6D","0xDF6D","Chromatin",5.1,2
1688053,"0x6690","0x6690","Transcription",40.7,2
1688066,"0x5960","0x5960","Cytoskeleton",9.7,2
1688119,"0xF42A","0xF42A","Cell adhesion",16.6,2
1688172,"0x585C","0x585C","Transport",5.7,2
1688179,"0x745C","0x745C","Unclassified",5.8,2
1688213,"0x35D9","0x35D9","Unclassified",6.3,2
1688236,"0x1650","0x1650","DNA repair",13.4,2
1688370,"0x77DA","0x77DA","Transcription",6.7,2
1688372,"0x772F","0x772F","Chromatin",13.4,2
1688464,"0x75D6","0x75D6","RNA processing",6.9,2
1688534,"0x8428","0x8428","Unclassified",5.8,2
1688537,"0x36DB","0x36DB","Unclassified",5.1,2
1688624,"0x4105","0x4105","Cell adhesion",5.5,2
1688666,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
1688678,"0x8418","0x8418","Cell adhesion",5.3,2
1688716,"0xF5D9","0xF5D9","Transcription",7.2,2
1688747,"0x7725","0x7725","Structural",6.1,2
1688764,"0x1171","0x1171","Chromatin",5.8,2
1688870,"0x09D1","0x09D1","Kinase",5.4,2
1688878,"0x75DC","0x75DC","DNA repair",5.8,2
1688903,"0x596596","0x596596","Cell adhesion",192,3
1689078,"0xD76176","0xD76176","Chromatin",84.5,3
1689083,"0xD58D","0xD58D","Phosphatase",7.4,2
1689113,"0x77DB","0x77DB","Transcription",5.4,2
1689149,"0xDCBD","0xDCBD","Chromatin",10,2
1689189,"0x7657","0x7657","Cell adhesion",5.2,2
1689403,"0x9C8D","0x9C8D","Methylation",5.1,2
1689448,"0x77DB","0x77DB","Transcription",5.4,2
1689450,"0x09DC","0x09DC","RNA processing",6,2
1689452,"0xC965","0xC965","Transport",5.3,2
1689521,"0xCA2C","0xCA2C","Unclassified",8.5,2
1689533,"0xB6DB","0xB6DB","Transcription",25.1,2
1689546,"0x7698","0x7698","Ubiquitin",6.8,2
1689712,"0xB5D7","0xB5D7","Chromatin",8,2
1689779,"0x259D","0x259D","Methylation",6,2
1689835,"0x75D5","0x75D5","Unclassified",6,2
1689859,"0x89D0","0x89D0","Cell cycle",5.2,2
1689957,"0x6DB6","0x6DB6","Chromatin",7.9,2
1689992,"0x7DF5","0x7DF5","Chromatin",5.9,2
1690013,"0x2962","0x2962","Structural",5.9,2
1690104,"0x7428","0x7428","Cytoskeleton",6.1,2
1690147,"0x3625","0x3625","Cytoskeleton",5,2
1690188,"0x7417","0x7417","Chromatin",8.2,2
1690230,"0x4415","0x4415","Unclassified",5.7,2
1690411,"0x0560","0x0560","Kinase",13.8,2
1690464,"0x0B25","0x0B25","DNA repair",5.7,2
1690466,"0x5A20","0x5A20","Cell cycle",5.8,2
1690541,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1690639,"0xF5D8","0xF5D8","Unclassified",5.3,2
1690689,"0x596F","0x596F","Unclassified",7.4,2
1690859,"0x2CA2","0x2CA2","Cytoskeleton",5,2
1690873,"0x87DC","0x87DC","Unclassified",7.3,2
1690876,"0x68A2","0x68A2","Cytoskeleton",7.7,2
1690899,"0x77D8","0x77D8","Unclassified",5.1,2
1690904,"0x4426","0x4426","Transcription",114.3,2
1690935,"0x575D","0x575D","Cytoskeleton",5,2
1690998,"0xDCAD","0xDCAD","Chromatin",7.6,2
1691001,"0x82C5","0x82C5","Unclassified",6.1,2
1691034,"0x575D","0x575D","Cytoskeleton",5,2
1691090,"0x89D8","0x89D8","Chromatin",6.8,2
1691120,"0x0A9B","0x0A9B","Kinase",5,2
1691162,"0xA65F","0xA65F","Chromatin",8.8,2
1691226,"0xF5D9","0xF5D9","Transcription",7.2,2
1691241,"0x50A1","0x50A1","Chromatin",6.4,2
1691253,"0x4415","0x4415","Unclassified",5.7,2
1691268,"0xC85C","0xC85C","Chromatin",14.1,2
1691285,"0xD75D","0xD75D","Cytoskeleton",5.5,2
1691328,"0x259D","0x259D","Methylation",6,2
1691353,"0xC56B","0xC56B","Transcription",16.7,2
1691435,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1691509,"0x575D","0x575D","Cytoskeleton",5,2
1691513,"0x7657","0x7657","Cell adhesion",5.2,2
1691516,"0x37D0","0x37D0","Unclassified",5.9,2
1691570,"0x5965","0x5965","Ion channel",5,2
1691609,"0x98A9","0x98A9","Unclassified",5.2,2
1691803,"0xC85C","0xC85C","Chromatin",14.1,2
1691821,"0x0560","0x0560","Kinase",13.8,2
1691910,"0x7D77","0x7D77","Cytoskeleton",6,2
1692050,"0x420B","0x420B","Chromatin",6.4,2
1692052,"0x596B","0x596B","Transport",8.7,2
1692102,"0x77D3","0x77D3","Cytoskeleton",7.7,2
1692106,"0x596E","0x596E","Transport",7.1,2
1692141,"0x5CA9","0x5CA9","Unclassified",5.4,2
1692311,"0xDA5D","0xDA5D","Cytoskeleton",5.1,2
1692318,"0xCB29","0xCB29","Unclassified",8,2
1692333,"0x756C","0x756C","Kinase",9.8,2
1692359,"0x6082","0x6082","Nuc acid bind",8.1,2
1692383,"0x3653","0x3653","Cell adhesion",13,2
1692437,"0x6690","0x6690","Transcription",40.7,2
1692538,"0x0A2A","0x0A2A","Chromatin",6.9,2
1692545,"0x5082","0x5082","Chromatin",7.2,2
1692593,"0xB563","0xB563","Unclassified",14.4,2
1692650,"0x8A18","0x8A18","Chromatin",10.5,2
1692918,"0x25A2","0x25A2","Cytoskeleton",6.6,2
1693015,"0x5820","0x5820","Cell cycle",7.1,2
1693076,"0x5451","0x5451","Unclassified",8,2
1693190,"0x3420","0x3420","DNA repair",9.1,2
1693234,"0x89D8","0x89D8","Chromatin",6.8,2
1693249,"0x05DC","0x05DC","Unclassified",6.2,2
1693277,"0xB6D9","0xB6D9","Unclassified",7.8,2
1693304,"0x05D0","0x05D0","DNA repair",11.6,2
1693369,"0x77D9","0x77D9","Unclassified",5.8,2
1693375,"0x6144","0x6144","Phosphatase",6.1,2
1693439,"0x9882","0x9882","Transcription",5.9,2
1693518,"0x6186","0x6186","Cytoskeleton",5.9,2
1693556,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1693569,"0x508D","0x508D","Phosphatase",6,2
1693616,"0xC96C","0xC96C","Cell cycle",33.9,2
1693780,"0x75D0","0x75D0","DNA repair",6.1,2
1693797,"0x765C","0x765C","Unclassified",6.5,2
1693853,"0x1081","0x1081","DNA repair",5.5,2
1693868,"0x3428","0x3428","Structural",6.2,2
1693897,"0x756A","0x756A","Cytoskeleton",6.9,2
1693915,"0x0828","0x0828","DNA repair",7,2
1693934,"0x5D75","0x5D75","Cytoskeleton",6.6,2
1694074,"0xB62B","0xB62B","Cytoskeleton",5.9,2
1694076,"0x2881","0x2881","DNA repair",5.2,2
1694114,"0x2CB1","0x2CB1","Transcription",8,2
1694147,"0x09D8","0x09D8","DNA repair",5.5,2
1694215,"0x0960","0x0960","Cell cycle",18.6,2
1694219,"0xD58D","0xD58D","Phosphatase",7.4,2
1694257,"0x0420","0x0420","Cell cycle",5.6,2
1694269,"0x756F","0x756F","Cytoskeleton",13.7,2
1694310,"0x0567","0x0567","Transcription",14.8,2
1694364,"0x8421","0x8421","Protein folding",12.5,2
1694407,"0x2882","0x2882","Chromatin",6.3,2
1694488,"0x365C","0x365C","Cell adhesion",8.6,2
1694551,"0x6186","0x6186","Cytoskeleton",5.9,2
1694556,"0x5082","0x5082","Chromatin",7.2,2
1694594,"0x056F","0x056F","Unclassified",16.1,2
1694678,"0x5081","0x5081","Nuc acid bind",7.8,2
1694823,"0xDCAD","0xDCAD","Chromatin",7.6,2
1694852,"0x37D8","0x37D8","Cell adhesion",7.1,2
1694912,"0xF628","0xF628","Chromatin",5.5,2
1694933,"0x75D6","0x75D6","RNA processing",6.9,2
1694940,"0x8BD9","0x8BD9","Cell adhesion",6.1,2
1694974,"0x4144","0x4144","Phosphatase",5.9,2
1694978,"0x5082","0x5082","Chromatin",7.2,2
1695007,"0x356C","0x356C","Unclassified",12.1,2
1695014,"0x6B72","0x6B72","Unclassified",5.2,2
1695042,"0xD5A9","0xD5A9","Kinase",7.2,2
1695221,"0x77DB","0x77DB","Transcription",5.4,2
1695223,"0xDCBD","0xDCBD","Chromatin",10,2
1695280,"0xB6D5","0xB6D5","Cytoskeleton",5.7,2
1695455,"0x8BDA","0x8BDA","Structural",6,2
1695519,"0x5451","0x5451","Unclassified",8,2
1695522,"0x07D0","0x07D0","Unclassified",11.3,2
1695576,"0x7DF7","0x7DF7","RNA processing",11.2,2
1695614,"0x2A62","0x2A62","Cell adhesion",5.1,2
1695646,"0x4104","0x4104","Kinase",11,2
1695662,"0x259D","0x259D","Methylation",6,2
1695686,"0x0420","0x0420","Cell cycle",5.6,2
1695727,"0x87D0","0x87D0","Cytoskeleton",9.9,2
1695756,"0x4104","0x4104","Kinase",11,2
1695787,"0x7425","0x7425","Cytoskeleton",8.2,2
1695801,"0xD8A2","0xD8A2","Cytoskeleton",6.6,2
1695931,"0x9082","0x9082","Chromatin",6.3,2
1695991,"0x0610","0x0610","Cell adhesion",15.2,2
1696020,"0xA45F","0xA45F","Unclassified",12.6,2
1696075,"0x10A1","0x10A1","Cell adhesion",6,2
1696326,"0x0A21","0x0A21","DNA repair",10.3,2
1696345,"0x9882","0x9882","Transcription",5.9,2
1696400,"0xADB5","0xADB5","Cytoskeleton",5.7,2
1696482,"0x0A98","0x0A98","Structural",6.2,2
1696551,"0xF56F","0xF56F","Phosphatase",34.3,2
1696682,"0x0A21","0x0A21","DNA repair",10.3,2
1696739,"0x6CA1","0x6CA1","Transport",7.6,2
1696845,"0x4209","0x4209","Methylation",6.3,2
1696877,"0xA410","0xA410","Unclassified",5.5,2
1696938,"0x7DF5","0x7DF5","Chromatin",5.9,2
1697045,"0x1410","0x1410","Transcription",8.4,2
1697064,"0x882A","0x882A","Structural",8.6,2
1697077,"0xB28B","0xB28B","Cell cycle",5.4,2
1697129,"0xF7DA","0xF7DA","Structural",15.7,2
1697158,"0x50A1","0x50A1","Chromatin",6.4,2
1697310,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1697317,"0xC82B","0xC82B","Unclassified",9.9,2
1697380,"0xC825","0xC825","DNA repair",13.1,2
1697392,"0x4114","0x4114","Chromatin",5.2,2
1697400,"0xD5B1","0xD5B1","GTPase",9.1,2
1697431,"0x0610","0x0610","Cell adhesion",15.2,2
1697514,"0x8810","0x8810","Kinase",7.5,2
1697531,"0x6B72","0x6B72","Unclassified",5.2,2
1697649,"0x8A29","0x8A29","Unclassified",7.6,2
1697674,"0xCB29","0xCB29","Unclassified",8,2
1697686,"0x8690","0x8690","Nuc acid bind",5.6,2
1697698,"0x7560","0x7560","DNA repair",10.8,2
1697706,"0x9171","0x9171","Transcription",7.7,2
1697748,"0x5451","0x5451","Unclassified",8,2
1697894,"0x69A6","0x69A6","Chromatin",6.4,2
1697903,"0xB62B","0xB62B","Cytoskeleton",5.9,2
1697905,"0x2881","0x2881","DNA repair",5.2,2
1697967,"0x1F71","0x1F71","Unclassified",7,2
1698051,"0xC9D7","0xC9D7","Transcription",5.2,2
1698073,"0xF72F","0xF72F","Transcription",12,2
1698131,"0x8820","0x8820","Cytoskeleton",8,2
1698184,"0x7410","0x7410","Chromatin",12.8,2
1698264,"0x596A","0x596A","Transport",8.5,2
1698284,"0x85D8","0x85D8","Chromatin",6.8,2
1698322,"0xF56F","0xF56F","Phosphatase",34.3,2
1698332,"0xF560","0xF560","Cytoskeleton",7.6,2
1698385,"0x056B","0x056B","Ion channel",9.2,2
1698452,"0xC560","0xC560","Transcription",16.6,2
1698460,"0x82C5","0x82C5","Unclassified",6.1,2
1698495,"0x05D8","0x05D8","GTPase",5.2,2
1698586,"0x3560","0x3560","Cytoskeleton",13.6,2
1698617,"0x74D7","0x74D7","Cytoskeleton",8,2
1698626,"0xC7DC","0xC7DC","Unclassified",9.8,2
1698742,"0xB62B","0xB62B","Cytoskeleton",5.9,2
1698799,"0xD59D","0xD59D","Cytoskeleton",8.7,2
1698858,"0x356A","0x356A","Unclassified",7.8,2
1698865,"0xF629","0xF629","Kinase",6.1,2
1698867,"0xCA25","0xCA25","Cell cycle",11.2,2
1698896,"0xCA20","0xCA20","Cell cycle",7.6,2
1698939,"0xB2C8","0xB2C8","Chromatin",8.6,2
1699028,"0x7623","0x7623","Cell cycle",7.6,2
1699051,"0xA4D6","0xA4D6","Unclassified",15.8,2
1699088,"0x2A62","0x2A62","Cell adhesion",5.1,2
1699098,"0x0820","0x0820","Chromatin",19.1,2
1699153,"0x05D8","0x05D8","GTPase",5.2,2
1699165,"0x2641","0x2641","Transcription",5.1,2
1699176,"0xAD54","0xAD54","Transcription",5,2
1699182,"0x0411","0x0411","Unclassified",18.5,2
1699218,"0xD88D","0xD88D","Phosphatase",5.3,2
1699229,"0x5D75","0x5D75","Cytoskeleton",6.6,2
1699258,"0x881A","0x881A","Unclassified",5.1,2
1699323,"0x0A11","0x0A11","Unclassified",7,2
1699376,"0x3450","0x3450","Cell cycle",11,2
1699449,"0x5810","0x5810","Cell cycle",5.8,2
1699487,"0xB56F","0xB56F","GTPase",12.3,2
1699490,"0x7727","0x7727","Chromatin",12.1,2
1699572,"0x5827","0x5827","DNA repair",5.4,2
1699614,"0x8825","0x8825","GTPase",12.7,2
1699638,"0x5A28","0x5A28","Structural",5.5,2
1699648,"0x7653","0x7653","Ion channel",7,2
1699805,"0x8450","0x8450","Cell adhesion",12.1,2
1699855,"0x6698","0x6698","Transcription",6.2,2
1699926,"0x8820","0x8820","Cytoskeleton",8,2
1700107,"0x669A","0x669A","Proteolysis",12.8,2
1700115,"0xCA2B","0xCA2B","Unclassified",12.9,2
1700272,"0x1C71","0x1C71","Transcription",19.8,2
1700312,"0x0811","0x0811","Unclassified",9.2,2
1700356,"0x356F","0x356F","Chromatin",15.7,2
1700359,"0x3650","0x3650","Unclassified",9.9,2
1700419,"0x0829","0x0829","Chromatin",7.7,2
1700424,"0x9082","0x9082","Chromatin",6.3,2
1700594,"0xC5D7","0xC5D7","Transcription",7.2,2
1700643,"0xA725","0xA725","Unclassified",5.1,2
1700682,"0x7410","0x7410","Chromatin",12.8,2
1700696,"0x05D7","0x05D7","Chromatin",6,2
1700772,"0xC72C","0xC72C","Unclassified",18.2,2
1700783,"0xC4DA","0xC4DA","Transcription",47.7,2
1700800,"0xF5DF","0xF5DF","Cytoskeleton",11.9,2
1700860,"0x05D7","0x05D7","Chromatin",6,2
1700885,"0xF65C","0xF65C","Cytoskeleton",5.4,2
1700911,"0x0811","0x0811","Unclassified",9.2,2
1700923,"0xB42B","0xB42B","Unclassified",8.3,2
1700962,"0x8BD9","0x8BD9","Cell adhesion",6.1,2
1701025,"0x0450","0x0450","Cell cycle",15.1,2
1701086,"0x5963","0x5963","DNA repair",7.1,2
1701096,"0x7DF6","0x7DF6","Chromatin",6.2,2
1701114,"0x7410","0x7410","Chromatin",12.8,2
1701157,"0xB72F","0xB72F","Transcription",10.3,2
1701222,"0x4426","0x4426","Transcription",114.3,2
1701314,"0x0A90","0x0A90","Translation",8.8,2
1701446,"0x3428","0x3428","Structural",6.2,2
1701553,"0xE69A","0xE69A","RNA processing",12.3,2
1701560,"0x356A","0x356A","Unclassified",7.8,2
1701562,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1701569,"0xCA25","0xCA25","Cell cycle",11.2,2
1701587,"0x69A6","0x69A6","Chromatin",6.4,2
1701596,"0xB42B","0xB42B","Unclassified",8.3,2
1701719,"0x8818","0x8818","Unclassified",7.3,2
1701882,"0x9450","0x9450","Unclassified",8.6,2
1701928,"0xA420","0xA420","Unclassified",5.8,2
1701993,"0xB5D5","0xB5D5","Unclassified",5,2
1702063,"0x896C","0x896C","Cell cycle",21.3,2
1702185,"0x8B2C","0x8B2C","Unclassified",7.7,2
1702314,"0x20BD","0x20BD","Transcription",5.3,2
1702345,"0x0563","0x0563","Cell adhesion",21.8,2
1702361,"0x9171","0x9171","Transcription",7.7,2
1702394,"0xC96A","0xC96A","Unclassified",8.2,2
1702481,"0x896F","0x896F","Unclassified",7.8,2
1702505,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
1702512,"0x6CB2","0x6CB2","Chromatin",12.5,2
1702520,"0x3628","0x3628","Phosphatase",5.6,2
1702660,"0xC72C","0xC72C","Unclassified",18.2,2
1702692,"0x608D","0x608D","Cell cycle",5.5,2
1702754,"0x89D0","0x89D0","Cell cycle",5.2,2
1702760,"0x0823","0x0823","Nuc acid bind",10.2,2
1702879,"0x0BD0","0x0BD0","Nuc acid bind",10.6,2
1702963,"0x5D76","0x5D76","Cytoskeleton",5.4,2
1703006,"0x1620","0x1620","DNA repair",5.3,2
1703018,"0x5963","0x5963","DNA repair",7.1,2
1703044,"0xC568","0xC568","Cell adhesion",12.3,2
1703059,"0x74D7","0x74D7","Cytoskeleton",8,2
1703290,"0xF563","0xF563","Unclassified",17.3,2
1703315,"0x096B","0x096B","Ion channel",11,2
1703325,"0xB4D8","0xB4D8","Cell adhesion",5.7,2
1703392,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1703395,"0x881A","0x881A","Unclassified",5.1,2
1703422,"0x0410","0x0410","Transcription",41.5,2
1703450,"0xF7D9","0xF7D9","Nuc acid bind",5.1,2
1703506,"0x3567","0x3567","Phosphatase",11.1,2
1703509,"0x0A21","0x0A21","DNA repair",10.3,2
1703552,"0x25A2","0x25A2","Cytoskeleton",6.6,2
1703561,"0xA20A","0xA20A","Cell cycle",5.1,2
1703579,"0x82F5","0x82F5","Transcription",5.2,2
1703598,"0x0A25","0x0A25","Unclassified",9.5,2
1703626,"0x6C81","0x6C81","Cell cycle",7.6,2
1703641,"0x3568","0x3568","Cell adhesion",12,2
1703668,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
1703820,"0x1650","0x1650","DNA repair",13.4,2
1703873,"0xCA25","0xCA25","Cell cycle",11.2,2
1703900,"0x356A","0x356A","Unclassified",7.8,2
1703902,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1703909,"0xCA25A2","0xCA25A2","Unclassified",234.5,3
1703937,"0xB72B","0xB72B","Transcription",8.9,2
1703939,"0x2881","0x2881","DNA repair",5.2,2
1704053,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1704095,"0x77DB","0x77DB","Transcription",5.4,2
1704097,"0xDCBD","0xDCBD","Chromatin",10,2
1704130,"0xBDCB","0xBDCB","Chromatin",5.9,2
1704158,"0x37D8","0x37D8","Cell adhesion",7.1,2
1704261,"0x0A2C","0x0A2C","Transcription",5.1,2
1704265,"0x60B2","0x60B2","Nuc acid bind",5.2,2
1704281,"0x0628","0x0628","DNA repair",5.9,2
1704313,"0x6C9D","0x6C9D","Unclassified",5.1,2
1704327,"0xCBDF","0xCBDF","Structural",6.1,2
1704447,"0xBDCB","0xBDCB","Chromatin",5.9,2
1704471,"0xCADC","0xCADC","Nuc acid bind",5.7,2
1704477,"0xCBDF","0xCBDF","Structural",6.1,2
1704510,"0xF72F","0xF72F","Transcription",12,2
1704529,"0x1451","0x1451","Ion channel",6.1,2
1704555,"0x77DB","0x77DB","Transcription",5.4,2
1704557,"0x5C8D","0x5C8D","Phosphatase",5.3,2
1704612,"0xDCA9","0xDCA9","Phosphatase",7.5,2
1704631,"0xCBDF","0xCBDF","Structural",6.1,2
1704641,"0x8629","0x8629","Unclassified",6.7,2
1704724,"0xB568","0xB568","Cell cycle",11.8,2
1704799,"0x8BD8","0x8BD8","Chromatin",7.7,2
1704890,"0xCADC","0xCADC","Nuc acid bind",5.7,2
1704944,"0x675D","0x675D","Cytoskeleton",5.1,2
1704991,"0xA18A","0xA18A","Cell cycle",5.3,2
1705011,"0x87D5","0x87D5","Unclassified",6.5,2
1705017,"0x34D3","0x34D3","Phosphatase",23.7,2
1705041,"0x8A50","0x8A50","DNA repair",5.5,2
1705148,"0xBDCB","0xBDCB","Chromatin",5.9,2
1705175,"0x37D8","0x37D8","Cell adhesion",7.1,2
1705208,"0x1713","0x1713","Transcription",10.8,2
1705247,"0x05D5","0x05D5","Unclassified",5.1,2
1705337,"0x0BD9","0x0BD9","Unclassified",7.7,2
1705439,"0x5451","0x5451","Unclassified",8,2
1705468,"0xF7DC","0xF7DC","Chromatin",12.8,2
1705608,"0x772C","0x772C","Cell cycle",5.9,2
1705652,"0xF7D5","0xF7D5","Chromatin",5,2
1705692,"0x77DB","0x77DB","Transcription",5.4,2
1705705,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
1705728,"0xB421","0xB421","Unclassified",6.4,2
1705737,"0x688D","0x688D","Cell cycle",5.4,2
1705992,"0xF7DA","0xF7DA","Structural",15.7,2
1706000,"0xF7D8","0xF7D8","Phosphatase",5.5,2
1706067,"0x6081","0x6081","Unclassified",7.3,2
1706125,"0x8A26","0x8A26","Unclassified",6.4,2
1706149,"0xB6D9","0xB6D9","Unclassified",7.8,2
1706166,"0xB560","0xB560","Cytoskeleton",16,2
1706237,"0xDCBD","0xDCBD","Chromatin",10,2
1706270,"0x9CAD","0x9CAD","Chromatin",5.6,2
1706381,"0x8450","0x8450","Cell adhesion",12.1,2
1706460,"0x3568","0x3568","Cell adhesion",12,2
1706494,"0xF72F","0xF72F","Transcription",12,2
1706552,"0xA28A","0xA28A","Chromatin",11,2
1706567,"0x71CB","0x71CB","Transcription",6,2
1706581,"0x0BD5","0x0BD5","Transcription",5.8,2
1706626,"0xF72F","0xF72F","Transcription",12,2
1706660,"0xDCBD","0xDCBD","Chromatin",10,2
1706744,"0xB72B","0xB72B","Transcription",8.9,2
1706756,"0xBDF4","0xBDF4","Chromatin",6.6,2
1706776,"0xE69A","0xE69A","RNA processing",12.3,2
1706792,"0x8A25","0x8A25","Cytoskeleton",10.4,2
1706810,"0x669A","0x669A","Proteolysis",12.8,2
1706819,"0x2962","0x2962","Structural",5.9,2
1706865,"0xCA29","0xCA29","Unclassified",7.7,2
1706867,"0xCA21","0xCA21","Unclassified",11,2
1706885,"0xF69A","0xF69A","Cytoskeleton",7.6,2
1706894,"0x2B62","0x2B62","Cytoskeleton",6.9,2
1706897,"0x881A","0x881A","Unclassified",5.1,2
1706952,"0x8628","0x8628","Chromatin",9.1,2
1706993,"0x37DA","0x37DA","Chromatin",8.9,2
1707057,"0xDCB2","0xDCB2","Structural",6.8,2
1707163,"0x772A","0x772A","Unclassified",7.3,2
1707229,"0x596F","0x596F","Unclassified",7.4,2
1707233,"0x2641","0x2641","Transcription",5.1,2
1707247,"0x77DB","0x77DB","Transcription",5.4,2
1707249,"0xDCBD","0xDCBD","Chromatin",10,2
1707335,"0x4104","0x4104","Kinase",11,2
1707338,"0x4104","0x4104","Kinase",11,2
1707399,"0xF56B","0xF56B","Unclassified",8.8,2
1707461,"0x2881","0x2881","DNA repair",5.2,2
1707517,"0xB56C","0xB56C","Unclassified",15,2
1707560,"0x6F7D","0x6F7D","Methylation",10,2
1707567,"0xF72F","0xF72F","Transcription",12,2
1707591,"0x2F72","0x2F72","Chromatin",6.5,2
1707596,"0xF72F","0xF72F","Transcription",12,2
1707637,"0x59659659","0x59659659","Proteolysis",55894.5,4
1707669,"0x772F","0x772F","Chromatin",13.4,2
1707702,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
1707743,"0x5A2C","0x5A2C","Structural",5,2
1707768,"0xF59C","0xF59C","Structural",5.5,2
1707803,"0x8968","0x8968","Cell cycle",23.1,2
1707913,"0x882C","0x882C","Chromatin",5.7,2
1707951,"0xA7D9","0xA7D9","Unclassified",5.2,2
